TrialNumber,Metric,NormalizationMetric,K,N,Mean,StandardDeviation
2,1,inf,5,7,0.572112603674,0.11161964391140755
3,1,1,5,7,0.694757143158,0.07726061346059364
3,1,2,5,7,0.655293118687,0.13057092266703865
3,1,inf,5,7,0.635475150224,0.17998883259563758
4,1,1,5,7,0.499995856208,0.05648328808769917
4,1,2,5,7,0.551498432044,0.1955529394787125
4,1,inf,5,7,0.486243690548,0.13549383355818523
5,1,1,5,7,0.567383393844,0.04683554359134502
5,1,2,5,7,0.651876666414,0.1102915106214171
5,1,inf,5,7,0.628552043505,0.12856289130631732
6,1,1,5,7,0.717909920658,0.13367917324862305
6,1,2,5,7,0.615472518569,0.07046098834413014
6,1,inf,5,7,0.575915158518,0.06311675547012437
7,1,1,5,7,0.712356904674,0.0743378949263133
7,1,2,5,7,0.60850748231,0.15383879270742554
7,1,inf,5,7,0.640520344759,0.0986023681326097
8,1,1,5,7,0.761050680012,0.04719238783176352
8,1,2,5,7,0.639270600334,0.0653304465128753
8,1,inf,5,7,0.683757793737,0.14317088123326352
9,1,1,5,7,0.611399725828,0.07839966491773717
9,1,2,5,7,0.614192897631,0.17111224052560195
9,1,inf,5,7,0.528578893976,0.18180762981129547
0,1,1,50,7,0.365938754367,0.051502366417822854
0,1,2,50,7,0.336696950633,0.07776921511700056
0,1,inf,50,7,0.345111281874,0.06416870740422333
1,1,1,50,7,0.338004493913,0.06672134226115708
1,1,2,50,7,0.342246184631,0.0658437855195476
1,1,inf,50,7,0.366060278424,0.0495248649366143
2,1,1,50,7,0.355487090087,0.07805837453565583
2,1,2,50,7,0.350453875452,0.0724443426597696
2,1,inf,50,7,0.326606784315,0.07969278536115804
3,1,1,50,7,0.32940151003,0.07490540966889818
3,1,2,50,7,0.356612693065,0.062313364846117464
3,1,inf,50,7,0.347737796726,0.06836497441882694
4,1,1,50,7,0.350974336162,0.08773632713045258
4,1,2,50,7,0.331759063889,0.06962201745551833
4,1,inf,50,7,0.367568477636,0.054573340991942006
5,1,1,50,7,0.370739147998,0.060351238602868534
5,1,2,50,7,0.344706310712,0.0788729842831608
5,1,inf,50,7,0.351492680135,0.08587456053914704
6,1,1,50,7,0.340080010901,0.09065783028904835
6,1,2,50,7,0.339844527896,0.06032612971191318
6,1,inf,50,7,0.330875308873,0.06256782897303832
7,1,1,50,7,0.341300054504,0.05687625143009143
7,1,2,50,7,0.352512828136,0.06888674207479166
7,1,inf,50,7,0.361132689897,0.06775622623214834
8,1,1,50,7,0.368006650342,0.059235622926963494
8,1,2,50,7,0.345535943251,0.06280924358034407
8,1,inf,50,7,0.341137239369,0.08047905834097349
9,1,1,50,7,0.336299993092,0.07240008537415726
9,1,2,50,7,0.366584740642,0.06742101694758826
9,1,inf,50,7,0.331262005837,0.06146620709722448
0,1,1,500,7,0.222570732282,0.04843351095870068
0,1,2,500,7,0.225998913368,0.04729847074917745
0,1,inf,500,7,0.223407506085,0.05133570897540041
1,1,1,500,7,0.225373838747,0.047483699780040384
1,1,2,500,7,0.225240175742,0.04693303462755755
1,1,inf,500,7,0.225918619041,0.044985432351521026
2,1,1,500,7,0.228678153004,0.049003739510454516
2,1,2,500,7,0.227999727692,0.04914160986345399
2,1,inf,500,7,0.224931245979,0.05139299041953585
3,1,1,500,7,0.231414851813,0.04491811101974518
3,1,2,500,7,0.228439763006,0.045339823856554565
3,1,inf,500,7,0.226006782399,0.04640955595913638
4,1,1,500,7,0.224901150448,0.04509398821407016
4,1,2,500,7,0.228514968013,0.04443643141080379
4,1,inf,500,7,0.226707269279,0.04908823817090671
5,1,1,500,7,0.224126795787,0.046620456633393356
5,1,2,500,7,0.226404651867,0.04620770485478586
5,1,inf,500,7,0.221751220095,0.051066879078920296
6,1,1,500,7,0.231078485997,0.047670481781392895
6,1,2,500,7,0.22562200568,0.0489865652602108
6,1,inf,500,7,0.221649947865,0.0499709263324505
7,1,1,500,7,0.230233500937,0.04494586694368971
7,1,2,500,7,0.224173085501,0.04899243084627075
7,1,inf,500,7,0.226923845429,0.046694970222331565
8,1,1,500,7,0.228438791092,0.04493713780424064
8,1,2,500,7,0.22539500263,0.04902321958151995
8,1,inf,500,7,0.22727227424,0.04875234753935845
9,1,1,500,7,0.225377385319,0.04760197843223497
9,1,2,500,7,0.22593017954,0.04419915930131975
9,1,inf,500,7,0.226756206137,0.0471587566177046
0,1,1,5,8,0.637324756525,0.10591366595960387
0,1,2,5,8,0.72355463936,0.06509502137830785
0,1,inf,5,8,0.725625895173,0.07855544483382594
1,1,1,5,8,0.7122518177,0.08102140384924546
1,1,2,5,8,0.606367768185,0.1214650053465099
1,1,inf,5,8,0.603335257189,0.0966609768425331
2,1,1,5,8,0.739723480578,0.14565145643362792
2,1,2,5,8,0.564696585852,0.094053039984866
2,1,inf,5,8,0.668146839736,0.07004664804087571
3,1,1,5,8,0.706395587038,0.14183476655193403
3,1,2,5,8,0.54748099114,0.04614633688430578
3,1,inf,5,8,0.713398664032,0.03185305117150746
4,1,1,5,8,0.612910532828,0.20234154063663393
4,1,2,5,8,0.664593160218,0.13483628125359662
4,1,inf,5,8,0.700592886257,0.09067897623690757
5,1,1,5,8,0.650845404545,0.17691382622198126
5,1,2,5,8,0.737403006407,0.06560801584809396
5,1,inf,5,8,0.777191455158,0.06211230488941518
6,1,1,5,8,0.67975808411,0.14195462706275247
6,1,2,5,8,0.53926454445,0.11350298248692119
6,1,inf,5,8,0.72343167445,0.12371526365752236
7,1,1,5,8,0.677425316052,0.14638974803000387
7,1,2,5,8,0.560418574366,0.037832511741205145
7,1,inf,5,8,0.686076985736,0.07934321400809778
8,1,1,5,8,0.6470534015,0.11007654715553225
8,1,2,5,8,0.692258424453,0.06724039200147583
8,1,inf,5,8,0.704834300714,0.07130759244182502
9,1,1,5,8,0.721520980368,0.10195415284863095
9,1,2,5,8,0.629280986554,0.08126853817260873
9,1,inf,5,8,0.726710190546,0.12558000102082872
0,1,1,50,8,0.369514892904,0.07668147149754985
0,1,2,50,8,0.371581427494,0.06305178451424903
0,1,inf,50,8,0.380861570802,0.0580178761170829
1,1,1,50,8,0.348616140588,0.08527325828387278
1,1,2,50,8,0.362392820069,0.07667048370816106
1,1,inf,50,8,0.375757077461,0.0776934229391078
2,1,1,50,8,0.369233737964,0.06743242609903738
2,1,2,50,8,0.378506886872,0.05839480789838412
2,1,inf,50,8,0.374384408165,0.0618703106422755
3,1,1,50,8,0.352106165988,0.0734155624412442
3,1,2,50,8,0.382197087262,0.05850856000388172
3,1,inf,50,8,0.389489460798,0.06134398975179788
4,1,1,50,8,0.373802347711,0.0648141472210423
4,1,2,50,8,0.368460201505,0.06759551553544615
4,1,inf,50,8,0.377811543493,0.07414696871041417
5,1,1,50,8,0.371513057189,0.06558625493035446
5,1,2,50,8,0.370504231286,0.07493108105252047
5,1,inf,50,8,0.382532883569,0.0818835034629651
6,1,1,50,8,0.370199234011,0.07694414644798435
6,1,2,50,8,0.342698936904,0.06398717822498687
6,1,inf,50,8,0.392611663249,0.05851769435220047
7,1,1,50,8,0.394756729976,0.06260739951809564
7,1,2,50,8,0.371189469902,0.10093057218246493
7,1,inf,50,8,0.352025341319,0.08272049313792633
8,1,1,50,8,0.387284808425,0.0633812688218873
8,1,2,50,8,0.398532303412,0.07172929255789101
8,1,inf,50,8,0.391348939822,0.06995837930487368
9,1,1,50,8,0.379592439217,0.0735099106820341
9,1,2,50,8,0.36909664924,0.07943141241843395
9,1,inf,50,8,0.380975156011,0.06865618533581401
0,1,1,500,8,0.259277587385,0.04903399384879802
0,1,2,500,8,0.256422769276,0.04658061606457339
0,1,inf,500,8,0.255964026132,0.050699609663416044
1,1,1,500,8,0.26086431154,0.046175816885866784
1,1,2,500,8,0.257463055999,0.049208554301270066
1,1,inf,500,8,0.250838348542,0.046099275291802265
2,1,1,500,8,0.256316629125,0.04621839332407447
2,1,2,500,8,0.255279969231,0.050119829265618275
2,1,inf,500,8,0.254851385285,0.048290755889240325
3,1,1,500,8,0.255032686706,0.04536881106614123
3,1,2,500,8,0.256556117192,0.051571137084878683
3,1,inf,500,8,0.251361379195,0.05030109948914712
4,1,1,500,8,0.251382332464,0.047375245387800045
4,1,2,500,8,0.254720691185,0.046399869882166184
4,1,inf,500,8,0.260177104085,0.04640569234212678
5,1,1,500,8,0.257578317924,0.043879353637854814
5,1,2,500,8,0.256014684466,0.04424064836647561
5,1,inf,500,8,0.256157411222,0.04549524006692934
6,1,1,500,8,0.258754624371,0.04760606615925456
6,1,2,500,8,0.256897700677,0.04558814775278085
6,1,inf,500,8,0.253357625831,0.045902070026904766
7,1,1,500,8,0.254964558072,0.04910321102426686
7,1,2,500,8,0.254808566945,0.048288621245382565
7,1,inf,500,8,0.259053998315,0.04955856570243752
8,1,1,500,8,0.262124440109,0.04773526977728315
8,1,2,500,8,0.257581261812,0.04441541239801937
8,1,inf,500,8,0.261822798092,0.04220282606613679
9,1,1,500,8,0.261087476178,0.04382687701591236
9,1,2,500,8,0.254652337864,0.046296970728113035
9,1,inf,500,8,0.259341632348,0.04856703537654733
0,1,1,5,9,0.685773327283,0.1298675589166384
0,1,2,5,9,0.736807603561,0.026731814565911075
0,1,inf,5,9,0.676013702966,0.05285869571011669
1,1,1,5,9,0.673556098497,0.05181995303317637
1,1,2,5,9,0.692398426789,0.06820145674029644
1,1,inf,5,9,0.737117140978,0.11128416097812875
2,1,1,5,9,0.778011144745,0.05010321133289729
2,1,2,5,9,0.652871092996,0.07411207339533238
2,1,inf,5,9,0.710856454479,0.037439265535711995
3,1,1,5,9,0.648710443125,0.16248701002781352
3,1,2,5,9,0.647180445961,0.09428397098530125
3,1,inf,5,9,0.664709823316,0.03246555641716369
4,1,1,5,9,0.658136854385,0.09677930947968316
4,1,2,5,9,0.536382920155,0.14573543747444548
4,1,inf,5,9,0.78019047582,0.04807062992471125
5,1,1,5,9,0.728440409818,0.11794192710813735
5,1,2,5,9,0.63593186676,0.050057351684746135
5,1,inf,5,9,0.717798269035,0.0893210149442886
6,1,1,5,9,0.659235822595,0.10474455420153932
6,1,2,5,9,0.625796650207,0.15400848217182045
6,1,inf,5,9,0.681212404586,0.14326419776563282
7,1,1,5,9,0.765469369004,0.06812503384358733
7,1,2,5,9,0.754266509729,0.09086513814087822
7,1,inf,5,9,0.634054776841,0.15165271648446887
8,1,1,5,9,0.736019097779,0.07356091898465007
8,1,2,5,9,0.562228325865,0.15688993167292367
8,1,inf,5,9,0.660160773487,0.08680254626895924
9,1,1,5,9,0.654416125175,0.1503424573121305
9,1,2,5,9,0.745112372382,0.09249800858177093
9,1,inf,5,9,0.606955314728,0.24376580731564843
0,1,1,50,9,0.426656255062,0.06926234989117094
0,1,2,50,9,0.396907328862,0.06514445751545338
0,1,inf,50,9,0.402627523246,0.063167556999991
1,1,1,50,9,0.387720779202,0.062444014851379986
1,1,2,50,9,0.390206132586,0.08523235379124364
1,1,inf,50,9,0.381651644201,0.07875415616271551
2,1,1,50,9,0.412452600297,0.044948586108886183
2,1,2,50,9,0.390711328927,0.06789958441762603
2,1,inf,50,9,0.374652261065,0.08002839178994847
3,1,1,50,9,0.419773442707,0.05259518889546023
3,1,2,50,9,0.388057296492,0.06791002696494483
3,1,inf,50,9,0.417860035641,0.07884416279842382
4,1,1,50,9,0.398769440061,0.058614710725552424
4,1,2,50,9,0.397049148035,0.07328889654351013
4,1,inf,50,9,0.389580885265,0.06941599316323263
5,1,1,50,9,0.406610549991,0.0708030000228431
5,1,2,50,9,0.371339675496,0.0776825903902614
5,1,inf,50,9,0.425636796691,0.04835126748252332
6,1,1,50,9,0.423188382617,0.05905071149372625
6,1,2,50,9,0.394038772012,0.06561198025361015
6,1,inf,50,9,0.430198662871,0.06353798018487616
7,1,1,50,9,0.386818548596,0.0655809340879093
7,1,2,50,9,0.388947282486,0.0660847422122653
7,1,inf,50,9,0.40726805598,0.06311429460949627
8,1,1,50,9,0.404424302717,0.08349117215441151
8,1,2,50,9,0.394705503619,0.08034703538496636
8,1,inf,50,9,0.426083050154,0.06883473257762206
9,1,1,50,9,0.400758152446,0.0791339928126942
9,1,2,50,9,0.401031306795,0.06621676997977718
9,1,inf,50,9,0.38405948552,0.07104260804817955
0,1,1,500,9,0.281069139267,0.04558864978704606
0,1,2,500,9,0.279897180082,0.04891939019685019
0,1,inf,500,9,0.284098174123,0.04504981617326832
1,1,1,500,9,0.277552791057,0.04500292943093212
1,1,2,500,9,0.280899043887,0.04685392925028351
1,1,inf,500,9,0.280195503701,0.047597621439135415
2,1,1,500,9,0.285193069281,0.04650023028262392
2,1,2,500,9,0.286510555879,0.04415424331660266
2,1,inf,500,9,0.276318346036,0.04609613599212912
3,1,1,500,9,0.279480232312,0.04857839519322198
3,1,2,500,9,0.281100932875,0.0452189855423532
3,1,inf,500,9,0.28175182517,0.0473702736599677
4,1,1,500,9,0.279729483538,0.04887442066366519
4,1,2,500,9,0.277169900088,0.044639458398126816
4,1,inf,500,9,0.279512474732,0.04808722319610926
5,1,1,500,9,0.280907714818,0.04355273760843784
5,1,2,500,9,0.283252306015,0.04672047457512708
5,1,inf,500,9,0.285582945195,0.04428861657331286
6,1,1,500,9,0.281371786605,0.04926242883794747
6,1,2,500,9,0.284509555802,0.044547848436574736
6,1,inf,500,9,0.27764498247,0.04497510933530947
7,1,1,500,9,0.279285813706,0.04852013953177797
7,1,2,500,9,0.283006137185,0.045788846114306656
7,1,inf,500,9,0.278928110257,0.04661208555403429
8,1,1,500,9,0.280175025066,0.049154962951417296
8,1,2,500,9,0.283723727645,0.048104126224608426
8,1,inf,500,9,0.274976824347,0.04877377064612716
9,1,1,500,9,0.281994807858,0.04715636126698795
9,1,2,500,9,0.276045551874,0.04936924864578259
9,1,inf,500,9,0.278059643717,0.04774911344410691
0,1,1,5,10,0.726834785979,0.10162399154275514
0,1,2,5,10,0.652960674537,0.08000997317217393
0,1,inf,5,10,0.835903906362,0.06935584234122709
1,1,1,5,10,0.680594799846,0.06439781692931863
1,1,2,5,10,0.654582555363,0.05414568845536191
1,1,inf,5,10,0.652102846436,0.11516132874805668
2,1,1,5,10,0.622746292709,0.1267443172113593
2,1,2,5,10,0.693369907863,0.11999018835023498
2,1,inf,5,10,0.659850521305,0.11551025341142455
3,1,1,5,10,0.747288167132,0.013520590303010593
3,1,2,5,10,0.616831665433,0.1739244934071233
3,1,inf,5,10,0.720065110214,0.07458454902520593
4,1,1,5,10,0.662312097462,0.2255105477947383
4,1,2,5,10,0.63591402884,0.09465724711490865
4,1,inf,5,10,0.741593597112,0.09175615341934122
5,1,1,5,10,0.639134513573,0.15622051188942676
5,1,2,5,10,0.66942417223,0.1269976996178622
5,1,inf,5,10,0.684564503814,0.20131641630975095
6,1,1,5,10,0.644760618128,0.16281224697208288
6,1,2,5,10,0.714097128105,0.047218195131152454
6,1,inf,5,10,0.76620351287,0.11807103534129229
7,1,1,5,10,0.750914404523,0.07910014285532194
7,1,2,5,10,0.659522613266,0.1283631174266476
7,1,inf,5,10,0.727627180838,0.14123079347394016
8,1,1,5,10,0.657988740831,0.12283788033219831
8,1,2,5,10,0.712783963455,0.10901870847049487
8,1,inf,5,10,0.711940463572,0.1553559282313546
9,1,1,5,10,0.735701841247,0.08911658366129672
9,1,2,5,10,0.600698342773,0.16045510043469605
9,1,inf,5,10,0.706697785532,0.09606092118929022
0,1,1,50,10,0.425521284081,0.060061529734333444
0,1,2,50,10,0.424623673537,0.06634139860281561
0,1,inf,50,10,0.426173333745,0.06581484959878146
1,1,1,50,10,0.435027552333,0.059081250935671084
1,1,2,50,10,0.423325878818,0.0616872362216953
1,1,inf,50,10,0.408958692057,0.05908645014074872
2,1,1,50,10,0.409418943061,0.07074580793568434
2,1,2,50,10,0.424167941014,0.0757761400492686
2,1,inf,50,10,0.429684327355,0.06933962698957856
3,1,1,50,10,0.410145200835,0.07442325353775053
3,1,2,50,10,0.424135070826,0.06565232741673496
3,1,inf,50,10,0.435402191866,0.07210393462542557
4,1,1,50,10,0.426243451191,0.06323287745305226
4,1,2,50,10,0.423398786512,0.08055516021271235
4,1,inf,50,10,0.420005552595,0.06007118208475585
5,1,1,50,10,0.436829753696,0.03972040168917911
5,1,2,50,10,0.396131549034,0.07037804935876983
5,1,inf,50,10,0.421007488669,0.0647817685596233
6,1,1,50,10,0.409403495472,0.0625813381156563
6,1,2,50,10,0.402441328848,0.07251657339098316
6,1,inf,50,10,0.406213384881,0.08232946118787962
7,1,1,50,10,0.432954285716,0.05926185381526172
7,1,2,50,10,0.406216049465,0.07338904088285751
7,1,inf,50,10,0.427972917761,0.06063854382815507
8,1,1,50,10,0.426178704398,0.054790003283841385
8,1,2,50,10,0.427591883553,0.062301685556971194
8,1,inf,50,10,0.433240513617,0.06659270208030152
9,1,1,50,10,0.432031646941,0.062149219163149895
9,1,2,50,10,0.423195566561,0.0701509088631599
9,1,inf,50,10,0.425405768146,0.06629930340503254
0,1,1,500,10,0.302880292648,0.04498455804958355
0,1,2,500,10,0.299853556981,0.04445314763084804
0,1,inf,500,10,0.303885142844,0.045057951588120995
1,1,1,500,10,0.301455085641,0.04461212002141135
1,1,2,500,10,0.303977671249,0.04218595167638024
1,1,inf,500,10,0.306280854064,0.046891435356506
2,1,1,500,10,0.302615359016,0.049770670190721095
2,1,2,500,10,0.304135580452,0.04548516528710254
2,1,inf,500,10,0.306337749539,0.045355317388198736
3,1,1,500,10,0.306136763493,0.04487908749678769
3,1,2,500,10,0.301815974315,0.04741138363723359
3,1,inf,500,10,0.309485523306,0.03900469016584132
4,1,1,500,10,0.304518816783,0.04441656070771931
4,1,2,500,10,0.304247869987,0.04696791691150525
4,1,inf,500,10,0.299833087944,0.04769178902236443
5,1,1,500,10,0.299992118167,0.046446174203859714
5,1,2,500,10,0.304736107018,0.044470525984327144
5,1,inf,500,10,0.301195620755,0.04854680857419191
6,1,1,500,10,0.303778894654,0.04488480692813133
6,1,2,500,10,0.304340780723,0.04505264149830911
6,1,inf,500,10,0.294957144262,0.04755820629668703
7,1,1,500,10,0.301493254422,0.046676816693962675
7,1,2,500,10,0.304267541983,0.045829062964576145
7,1,inf,500,10,0.304746695371,0.04302924238061376
8,1,1,500,10,0.302634933821,0.04289449245710304
8,1,2,500,10,0.304560802849,0.04476297379958841
8,1,inf,500,10,0.303498611253,0.04662309567774939
9,1,1,500,10,0.305054370451,0.04425300444854781
9,1,2,500,10,0.30596500864,0.044806180059611275
9,1,inf,500,10,0.305806771944,0.04359682898887647
0,1,1,5,20,0.850022746666,0.07432673088272114
0,1,2,5,20,0.747463318725,0.039171615795766626
0,1,inf,5,20,0.725573466955,0.0573359847483551
1,1,1,5,20,0.656853540582,0.13073350595149197
1,1,2,5,20,0.824134430917,0.08411114304626541
1,1,inf,5,20,0.835258988761,0.018643914469917575
2,1,1,5,20,0.712555398969,0.08819981896373623
2,1,2,5,20,0.765623725132,0.08034653429437072
2,1,inf,5,20,0.790328749934,0.07539848526732924
3,1,1,5,20,0.757731023009,0.031101155997871936
3,1,2,5,20,0.759740570955,0.07144961402522165
3,1,inf,5,20,0.83261754579,0.0525852652063316
4,1,1,5,20,0.762640189582,0.022526538943897948
4,1,2,5,20,0.794852402215,0.0385284260919032
4,1,inf,5,20,0.840706279123,0.046397216566200286
5,1,1,5,20,0.70983740751,0.12446178836711771
5,1,2,5,20,0.660527026498,0.10854947346627085
5,1,inf,5,20,0.809467403392,0.0782096300940278
6,1,1,5,20,0.825983715888,0.05323530666721393
6,1,2,5,20,0.779209924781,0.14767620897541742
6,1,inf,5,20,0.775239561064,0.03726082587013784
7,1,1,5,20,0.766149226467,0.11806588961976885
7,1,2,5,20,0.773310741439,0.10150929456722664
7,1,inf,5,20,0.78940376029,0.080167011392378
8,1,1,5,20,0.783466713084,0.08369793925063605
8,1,2,5,20,0.646924500269,0.022897326135502806
8,1,inf,5,20,0.845309784531,0.08726026898538104
9,1,1,5,20,0.734464915354,0.07549059586637881
9,1,2,5,20,0.778229429742,0.08065194595237053
9,1,inf,5,20,0.783367591849,0.053215321960222106
0,1,1,50,20,0.543837849166,0.06153209427601775
0,1,2,50,20,0.555070353089,0.04089675756619244
0,1,inf,50,20,0.562451641343,0.04130420968122511
1,1,1,50,20,0.55623339607,0.04013651613859295
1,1,2,50,20,0.557790020227,0.05578012287870904
1,1,inf,50,20,0.550043190072,0.06508184965859842
2,1,1,50,20,0.564102820794,0.05802029231660254
2,1,2,50,20,0.558888423345,0.05753325177235017
2,1,inf,50,20,0.563960621679,0.04796250982087381
3,1,1,50,20,0.54895916484,0.06892327828612646
3,1,2,50,20,0.54921444156,0.05211769872129124
3,1,inf,50,20,0.542833430029,0.06712614774049977
4,1,1,50,20,0.548106900898,0.059432532885908086
4,1,2,50,20,0.570495217939,0.04875727853358868
4,1,inf,50,20,0.553924560874,0.045539429629469635
5,1,1,50,20,0.557475534227,0.049570733133392754
5,1,2,50,20,0.569192686658,0.04706881263497884
5,1,inf,50,20,0.553923299842,0.045102260611340164
6,1,1,50,20,0.540202543227,0.060453083953051615
6,1,2,50,20,0.547971786348,0.053313876558840435
6,1,inf,50,20,0.54582021408,0.055761118000437336
7,1,1,50,20,0.562058982484,0.05207101817733573
7,1,2,50,20,0.536450976942,0.05707208981843443
7,1,inf,50,20,0.558279530507,0.05149214262506964
8,1,1,50,20,0.571997185091,0.04354673933848715
8,1,2,50,20,0.560294950057,0.040838191604235186
8,1,inf,50,20,0.56788204808,0.04324483601007833
9,1,1,50,20,0.546899474558,0.05344536325804282
9,1,2,50,20,0.565202218213,0.0448174037148306
9,1,inf,50,20,0.548008656163,0.06926327524114297
0,1,1,500,20,0.446813778184,0.03895168904979654
0,1,2,500,20,0.451399862936,0.04034192188951099
0,1,inf,500,20,0.447205270898,0.039872148296644205
1,1,1,500,20,0.449222890207,0.03782840189831158
1,1,2,500,20,0.447594284466,0.03782141999044012
1,1,inf,500,20,0.444587034329,0.03947416880058726
2,1,1,500,20,0.445696940338,0.0381643395587337
2,1,2,500,20,0.448482258458,0.04048602986461061
2,1,inf,500,20,0.442812202857,0.03690781398033479
3,1,1,500,20,0.445850805352,0.04000973803943063
3,1,2,500,20,0.44899735044,0.04022393877669986
3,1,inf,500,20,0.442831635113,0.043206180076126706
4,1,1,500,20,0.443433173528,0.04340310410151599
4,1,2,500,20,0.448278370692,0.035618856565188046
4,1,inf,500,20,0.449442020777,0.038889387320732875
5,1,1,500,20,0.447968604592,0.03764501532235256
5,1,2,500,20,0.451448075744,0.03794108439235049
5,1,inf,500,20,0.4449012912,0.03714868154741519
6,1,1,500,20,0.447020430438,0.03759943120885954
6,1,2,500,20,0.445898805834,0.03921532314938943
6,1,inf,500,20,0.448884018295,0.03796589350740135
7,1,1,500,20,0.44810105365,0.036813281874676196
7,1,2,500,20,0.447354294249,0.03919595973089912
7,1,inf,500,20,0.443783739752,0.04013167269629435
8,1,1,500,20,0.44215442837,0.039046615682119284
8,1,2,500,20,0.44808791794,0.037619720587368226
8,1,inf,500,20,0.446973979898,0.04160632801623765
9,1,1,500,20,0.446080816178,0.038264223852947324
9,1,2,500,20,0.446522331625,0.0392623755536594
9,1,inf,500,20,0.44441093823,0.03684607297427756
0,1,1,5,30,0.789639011836,0.04939086920954039
0,1,2,5,30,0.744337671019,0.03698761372841701
0,1,inf,5,30,0.81602140071,0.06374049572329504
1,1,1,5,30,0.769965451528,0.07262723925230512
1,1,2,5,30,0.843183125678,0.034899573466915516
1,1,inf,5,30,0.849721553795,0.07228150789030252
2,1,1,5,30,0.822943708675,0.13298914844379106
2,1,2,5,30,0.783460471955,0.029623062776696338
2,1,inf,5,30,0.73065661498,0.13246220294931543
3,1,1,5,30,0.803960614387,0.09386898964438066
3,1,2,5,30,0.738676313583,0.1192285262939792
3,1,inf,5,30,0.79521759894,0.07494954472091138
4,1,1,5,30,0.789537809795,0.04310763184251404
4,1,2,5,30,0.725536111724,0.03556700009121265
4,1,inf,5,30,0.767754239892,0.06765458957304084
5,1,1,5,30,0.835938529234,0.04092816700113476
5,1,2,5,30,0.866086310849,0.07552774815415338
5,1,inf,5,30,0.900502056184,0.05953835780664983
